Host,Resource,MetricName,Record Type,Period,IntendedEndTimestamp,ActualStartTimestamp,ActualEndTimestamp,ValueCount,ValueType,IntegerValue,IntegerMin,IntegerMax,myDate,myTime,myDatetime
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 02:00:00 PST 2018,Tue Mar 06 01:00:00 PST 2018,Tue Mar 06 02:00:00 PST 2018,1434,Long,19119808,3898072,24713192,3/6/2018,2:00,3/6/2018 2:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 03:00:00 PST 2018,Tue Mar 06 02:00:00 PST 2018,Tue Mar 06 03:00:00 PST 2018,1434,Long,16967336,3414360,24288224,3/6/2018,3:00,3/6/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 04:00:00 PST 2018,Tue Mar 06 03:00:00 PST 2018,Tue Mar 06 04:00:00 PST 2018,1434,Long,16676656,3498384,24284368,3/6/2018,4:00,3/6/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 05:00:00 PST 2018,Tue Mar 06 04:00:00 PST 2018,Tue Mar 06 05:00:00 PST 2018,1434,Long,24605320,3600664,24679288,3/6/2018,5:00,3/6/2018 5:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 06:00:00 PST 2018,Tue Mar 06 05:00:00 PST 2018,Tue Mar 06 06:00:00 PST 2018,1436,Long,21816216,3812568,23641032,3/6/2018,6:00,3/6/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 07:00:00 PST 2018,Tue Mar 06 06:00:00 PST 2018,Tue Mar 06 07:00:00 PST 2018,1434,Long,13381232,3533624,24380944,3/6/2018,7:00,3/6/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 08:00:00 PST 2018,Tue Mar 06 07:00:00 PST 2018,Tue Mar 06 08:00:00 PST 2018,1434,Long,19627320,3558824,24571224,3/6/2018,8:00,3/6/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 09:00:00 PST 2018,Tue Mar 06 08:00:00 PST 2018,Tue Mar 06 09:00:00 PST 2018,1434,Long,10219632,4189960,25261752,3/6/2018,9:00,3/6/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 10:00:00 PST 2018,Tue Mar 06 09:00:00 PST 2018,Tue Mar 06 10:00:00 PST 2018,1434,Long,16314312,4197832,25395016,3/6/2018,10:00,3/6/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 11:00:00 PST 2018,Tue Mar 06 10:00:00 PST 2018,Tue Mar 06 11:00:00 PST 2018,1433,Long,12047920,3969632,24805792,3/6/2018,11:00,3/6/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 12:00:00 PST 2018,Tue Mar 06 11:00:00 PST 2018,Tue Mar 06 12:00:00 PST 2018,1434,Long,18091392,3937288,24861472,3/6/2018,12:00,3/6/2018 12:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 13:00:00 PST 2018,Tue Mar 06 12:00:00 PST 2018,Tue Mar 06 13:00:00 PST 2018,1434,Long,23126400,5769368,23754680,3/6/2018,13:00,3/6/2018 13:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 14:00:00 PST 2018,Tue Mar 06 13:00:00 PST 2018,Tue Mar 06 14:00:00 PST 2018,1434,Long,15053056,3817136,25247560,3/6/2018,14:00,3/6/2018 14:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 15:00:00 PST 2018,Tue Mar 06 14:00:00 PST 2018,Tue Mar 06 15:00:00 PST 2018,1434,Long,20391368,3903848,24786696,3/6/2018,15:00,3/6/2018 15:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 16:00:00 PST 2018,Tue Mar 06 15:00:00 PST 2018,Tue Mar 06 16:00:00 PST 2018,1434,Long,11421304,3228992,24306312,3/6/2018,16:00,3/6/2018 16:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 17:00:00 PST 2018,Tue Mar 06 16:00:00 PST 2018,Tue Mar 06 17:00:00 PST 2018,1434,Long,18105672,3734440,24866928,3/6/2018,17:00,3/6/2018 17:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 18:00:00 PST 2018,Tue Mar 06 17:00:00 PST 2018,Tue Mar 06 18:00:00 PST 2018,1431,Long,18297560,3494760,24000448,3/6/2018,18:00,3/6/2018 18:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 19:00:00 PST 2018,Tue Mar 06 18:00:00 PST 2018,Tue Mar 06 19:00:00 PST 2018,1437,Long,14699048,3134184,24249872,3/6/2018,19:00,3/6/2018 19:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 20:00:00 PST 2018,Tue Mar 06 19:00:00 PST 2018,Tue Mar 06 20:00:00 PST 2018,1434,Long,6564016,3999768,24861816,3/6/2018,20:00,3/6/2018 20:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 21:00:00 PST 2018,Tue Mar 06 20:00:00 PST 2018,Tue Mar 06 21:00:00 PST 2018,1434,Long,12513544,4232952,25006200,3/6/2018,21:00,3/6/2018 21:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 22:00:00 PST 2018,Tue Mar 06 21:00:00 PST 2018,Tue Mar 06 22:00:00 PST 2018,1434,Long,13100656,4306360,22989488,3/6/2018,22:00,3/6/2018 22:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Tue Mar 06 23:00:00 PST 2018,Tue Mar 06 22:00:00 PST 2018,Tue Mar 06 23:00:00 PST 2018,1431,Long,19927880,3501536,24247816,3/6/2018,23:00,3/6/2018 23:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 00:00:00 PST 2018,Tue Mar 06 23:00:00 PST 2018,Wed Mar 07 00:00:00 PST 2018,1434,Long,11653056,4544552,25502016,3/7/2018,0:00,3/7/2018 0:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 01:00:00 PST 2018,Wed Mar 07 00:00:00 PST 2018,Wed Mar 07 01:00:00 PST 2018,1434,Long,19269000,4068656,24802896,3/7/2018,1:00,3/7/2018 1:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 02:00:00 PST 2018,Wed Mar 07 01:00:00 PST 2018,Wed Mar 07 02:00:00 PST 2018,1434,Long,13530640,3030352,24252936,3/7/2018,2:00,3/7/2018 2:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 03:00:00 PST 2018,Wed Mar 07 02:00:00 PST 2018,Wed Mar 07 03:00:00 PST 2018,1434,Long,18729360,3985712,24917744,3/7/2018,3:00,3/7/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 04:00:00 PST 2018,Wed Mar 07 03:00:00 PST 2018,Wed Mar 07 04:00:00 PST 2018,1434,Long,11002264,3751128,24843672,3/7/2018,4:00,3/7/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 05:00:00 PST 2018,Wed Mar 07 04:00:00 PST 2018,Wed Mar 07 05:00:00 PST 2018,1434,Long,16745216,3678352,25013664,3/7/2018,5:00,3/7/2018 5:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 06:00:00 PST 2018,Wed Mar 07 05:00:00 PST 2018,Wed Mar 07 06:00:00 PST 2018,1433,Long,17317488,3701672,24599192,3/7/2018,6:00,3/7/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 07:00:00 PST 2018,Wed Mar 07 06:00:00 PST 2018,Wed Mar 07 07:00:00 PST 2018,1434,Long,21856464,4856680,24893344,3/7/2018,7:00,3/7/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 08:00:00 PST 2018,Wed Mar 07 07:00:00 PST 2018,Wed Mar 07 08:00:00 PST 2018,1434,Long,23522832,3899280,24989744,3/7/2018,8:00,3/7/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 09:00:00 PST 2018,Wed Mar 07 08:00:00 PST 2018,Wed Mar 07 09:00:00 PST 2018,1434,Long,19906560,3912656,24819104,3/7/2018,9:00,3/7/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 10:00:00 PST 2018,Wed Mar 07 09:00:00 PST 2018,Wed Mar 07 10:00:00 PST 2018,1434,Long,20769936,4317280,25115064,3/7/2018,10:00,3/7/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 11:00:00 PST 2018,Wed Mar 07 10:00:00 PST 2018,Wed Mar 07 11:00:00 PST 2018,1434,Long,16661432,4275368,25504320,3/7/2018,11:00,3/7/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 12:00:00 PST 2018,Wed Mar 07 11:00:00 PST 2018,Wed Mar 07 12:00:00 PST 2018,1434,Long,17462816,3968848,24503032,3/7/2018,12:00,3/7/2018 12:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 13:00:00 PST 2018,Wed Mar 07 12:00:00 PST 2018,Wed Mar 07 13:00:00 PST 2018,1434,Long,14941856,4057552,25192848,3/7/2018,13:00,3/7/2018 13:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 14:00:00 PST 2018,Wed Mar 07 13:00:00 PST 2018,Wed Mar 07 14:00:00 PST 2018,1434,Long,14780064,3738952,24706120,3/7/2018,14:00,3/7/2018 14:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 15:00:00 PST 2018,Wed Mar 07 14:00:00 PST 2018,Wed Mar 07 15:00:00 PST 2018,1434,Long,11047688,3090272,24277232,3/7/2018,15:00,3/7/2018 15:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 16:00:00 PST 2018,Wed Mar 07 15:00:00 PST 2018,Wed Mar 07 16:00:00 PST 2018,1434,Long,19447336,4186528,22633552,3/7/2018,16:00,3/7/2018 16:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 17:00:00 PST 2018,Wed Mar 07 16:00:00 PST 2018,Wed Mar 07 17:00:00 PST 2018,1434,Long,15938664,4166408,25469752,3/7/2018,17:00,3/7/2018 17:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 18:00:00 PST 2018,Wed Mar 07 17:00:00 PST 2018,Wed Mar 07 18:00:00 PST 2018,1434,Long,19766880,3390344,24254648,3/7/2018,18:00,3/7/2018 18:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 19:00:00 PST 2018,Wed Mar 07 18:00:00 PST 2018,Wed Mar 07 19:00:00 PST 2018,1434,Long,12532544,4210760,24869632,3/7/2018,19:00,3/7/2018 19:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 20:00:00 PST 2018,Wed Mar 07 19:00:00 PST 2018,Wed Mar 07 20:00:00 PST 2018,1434,Long,18148496,3095096,25145136,3/7/2018,20:00,3/7/2018 20:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 21:00:00 PST 2018,Wed Mar 07 20:00:00 PST 2018,Wed Mar 07 21:00:00 PST 2018,1434,Long,9596008,3628544,24082200,3/7/2018,21:00,3/7/2018 21:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 22:00:00 PST 2018,Wed Mar 07 21:00:00 PST 2018,Wed Mar 07 22:00:00 PST 2018,1434,Long,16019040,3900448,25054832,3/7/2018,22:00,3/7/2018 22:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Wed Mar 07 23:00:00 PST 2018,Wed Mar 07 22:00:00 PST 2018,Wed Mar 07 23:00:00 PST 2018,1434,Long,23834072,6565336,25201824,3/7/2018,23:00,3/7/2018 23:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 00:00:00 PST 2018,Wed Mar 07 23:00:00 PST 2018,Thu Mar 08 00:00:00 PST 2018,1434,Long,11410048,3949992,24962504,3/8/2018,0:00,3/8/2018 0:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 01:00:00 PST 2018,Thu Mar 08 00:00:00 PST 2018,Thu Mar 08 01:00:00 PST 2018,1433,Long,19596536,4620088,22363440,3/8/2018,1:00,3/8/2018 1:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 02:00:00 PST 2018,Thu Mar 08 01:00:00 PST 2018,Thu Mar 08 02:00:00 PST 2018,1434,Long,16652488,3683008,25149080,3/8/2018,2:00,3/8/2018 2:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 03:00:00 PST 2018,Thu Mar 08 02:00:00 PST 2018,Thu Mar 08 03:00:00 PST 2018,1434,Long,17913584,3691936,23711680,3/8/2018,3:00,3/8/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 04:00:00 PST 2018,Thu Mar 08 03:00:00 PST 2018,Thu Mar 08 04:00:00 PST 2018,1434,Long,14509504,4586760,25407360,3/8/2018,4:00,3/8/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 05:00:00 PST 2018,Thu Mar 08 04:00:00 PST 2018,Thu Mar 08 05:00:00 PST 2018,1434,Long,18227688,3741032,24693312,3/8/2018,5:00,3/8/2018 5:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 06:00:00 PST 2018,Thu Mar 08 05:00:00 PST 2018,Thu Mar 08 06:00:00 PST 2018,1434,Long,11313304,3737456,24555552,3/8/2018,6:00,3/8/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 07:00:00 PST 2018,Thu Mar 08 06:00:00 PST 2018,Thu Mar 08 07:00:00 PST 2018,1434,Long,15403384,3148336,24374688,3/8/2018,7:00,3/8/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 08:00:00 PST 2018,Thu Mar 08 07:00:00 PST 2018,Thu Mar 08 08:00:00 PST 2018,1434,Long,8416984,3449536,24039168,3/8/2018,8:00,3/8/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 09:00:00 PST 2018,Thu Mar 08 08:00:00 PST 2018,Thu Mar 08 09:00:00 PST 2018,1434,Long,22309600,4529600,24084096,3/8/2018,9:00,3/8/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 10:00:00 PST 2018,Thu Mar 08 09:00:00 PST 2018,Thu Mar 08 10:00:00 PST 2018,1434,Long,23538152,3526672,24300224,3/8/2018,10:00,3/8/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 11:00:00 PST 2018,Thu Mar 08 10:00:00 PST 2018,Thu Mar 08 11:00:00 PST 2018,1434,Long,20142952,3612184,24454936,3/8/2018,11:00,3/8/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 12:00:00 PST 2018,Thu Mar 08 11:00:00 PST 2018,Thu Mar 08 12:00:00 PST 2018,1434,Long,21729024,3209624,24202440,3/8/2018,12:00,3/8/2018 12:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 13:00:00 PST 2018,Thu Mar 08 12:00:00 PST 2018,Thu Mar 08 13:00:00 PST 2018,1434,Long,19164624,4095256,24860496,3/8/2018,13:00,3/8/2018 13:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 14:00:00 PST 2018,Thu Mar 08 13:00:00 PST 2018,Thu Mar 08 14:00:00 PST 2018,1434,Long,19726232,3603696,24153672,3/8/2018,14:00,3/8/2018 14:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 15:00:00 PST 2018,Thu Mar 08 14:00:00 PST 2018,Thu Mar 08 15:00:00 PST 2018,1434,Long,17385384,3209752,24471880,3/8/2018,15:00,3/8/2018 15:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 16:00:00 PST 2018,Thu Mar 08 15:00:00 PST 2018,Thu Mar 08 16:00:00 PST 2018,1434,Long,17988840,4285408,24735248,3/8/2018,16:00,3/8/2018 16:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 17:00:00 PST 2018,Thu Mar 08 16:00:00 PST 2018,Thu Mar 08 17:00:00 PST 2018,1434,Long,13993664,4338632,25099944,3/8/2018,17:00,3/8/2018 17:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 18:00:00 PST 2018,Thu Mar 08 17:00:00 PST 2018,Thu Mar 08 18:00:00 PST 2018,1434,Long,24399464,4653504,24399464,3/8/2018,18:00,3/8/2018 18:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 19:00:00 PST 2018,Thu Mar 08 18:00:00 PST 2018,Thu Mar 08 19:00:00 PST 2018,1433,Long,20447856,3870552,24573504,3/8/2018,19:00,3/8/2018 19:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 20:00:00 PST 2018,Thu Mar 08 19:00:00 PST 2018,Thu Mar 08 20:00:00 PST 2018,1434,Long,21945792,4317792,24947384,3/8/2018,20:00,3/8/2018 20:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 21:00:00 PST 2018,Thu Mar 08 20:00:00 PST 2018,Thu Mar 08 21:00:00 PST 2018,1434,Long,18282664,3373656,25156912,3/8/2018,21:00,3/8/2018 21:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 22:00:00 PST 2018,Thu Mar 08 21:00:00 PST 2018,Thu Mar 08 22:00:00 PST 2018,1434,Long,19245640,4613440,24868928,3/8/2018,22:00,3/8/2018 22:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Thu Mar 08 23:00:00 PST 2018,Thu Mar 08 22:00:00 PST 2018,Thu Mar 08 23:00:00 PST 2018,1434,Long,16409608,3783256,24578656,3/8/2018,23:00,3/8/2018 23:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 00:00:00 PST 2018,Thu Mar 08 23:00:00 PST 2018,Fri Mar 09 00:00:00 PST 2018,1434,Long,17276720,3991800,24793856,3/9/2018,0:00,3/9/2018 0:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 01:00:00 PST 2018,Fri Mar 09 00:00:00 PST 2018,Fri Mar 09 01:00:00 PST 2018,1434,Long,13468000,3564440,24684976,3/9/2018,1:00,3/9/2018 1:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 02:00:00 PST 2018,Fri Mar 09 01:00:00 PST 2018,Fri Mar 09 02:00:00 PST 2018,1434,Long,20544272,5038128,23615904,3/9/2018,2:00,3/9/2018 2:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 03:00:00 PST 2018,Fri Mar 09 02:00:00 PST 2018,Fri Mar 09 03:00:00 PST 2018,1434,Long,17301472,3374472,24572648,3/9/2018,3:00,3/9/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 04:00:00 PST 2018,Fri Mar 09 03:00:00 PST 2018,Fri Mar 09 04:00:00 PST 2018,1434,Long,20752352,3494416,24088304,3/9/2018,4:00,3/9/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 05:00:00 PST 2018,Fri Mar 09 04:00:00 PST 2018,Fri Mar 09 05:00:00 PST 2018,1434,Long,13565288,4457816,24165800,3/9/2018,5:00,3/9/2018 5:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 06:00:00 PST 2018,Fri Mar 09 05:00:00 PST 2018,Fri Mar 09 06:00:00 PST 2018,1434,Long,19093824,3484920,25299504,3/9/2018,6:00,3/9/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 07:00:00 PST 2018,Fri Mar 09 06:00:00 PST 2018,Fri Mar 09 07:00:00 PST 2018,1434,Long,11398944,5211280,25406888,3/9/2018,7:00,3/9/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 08:00:00 PST 2018,Fri Mar 09 07:00:00 PST 2018,Fri Mar 09 08:00:00 PST 2018,1434,Long,17367032,3770576,24927872,3/9/2018,8:00,3/9/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 09:00:00 PST 2018,Fri Mar 09 08:00:00 PST 2018,Fri Mar 09 09:00:00 PST 2018,1434,Long,9208472,4077376,25138992,3/9/2018,9:00,3/9/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 10:00:00 PST 2018,Fri Mar 09 09:00:00 PST 2018,Fri Mar 09 10:00:00 PST 2018,1434,Long,23203944,5350416,23828624,3/9/2018,10:00,3/9/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 11:00:00 PST 2018,Fri Mar 09 10:00:00 PST 2018,Fri Mar 09 11:00:00 PST 2018,1434,Long,13707800,4335176,25302248,3/9/2018,11:00,3/9/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 12:00:00 PST 2018,Fri Mar 09 11:00:00 PST 2018,Fri Mar 09 12:00:00 PST 2018,1434,Long,19309408,3438328,25288072,3/9/2018,12:00,3/9/2018 12:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 13:00:00 PST 2018,Fri Mar 09 12:00:00 PST 2018,Fri Mar 09 13:00:00 PST 2018,1434,Long,19763112,3908760,23738920,3/9/2018,13:00,3/9/2018 13:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 14:00:00 PST 2018,Fri Mar 09 13:00:00 PST 2018,Fri Mar 09 14:00:00 PST 2018,1434,Long,15924392,3395472,24293208,3/9/2018,14:00,3/9/2018 14:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 15:00:00 PST 2018,Fri Mar 09 14:00:00 PST 2018,Fri Mar 09 15:00:00 PST 2018,1433,Long,23683192,6388000,25016808,3/9/2018,15:00,3/9/2018 15:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 16:00:00 PST 2018,Fri Mar 09 15:00:00 PST 2018,Fri Mar 09 16:00:00 PST 2018,1434,Long,19439768,4205904,25041184,3/9/2018,16:00,3/9/2018 16:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 17:00:00 PST 2018,Fri Mar 09 16:00:00 PST 2018,Fri Mar 09 17:00:00 PST 2018,1434,Long,20838256,5717344,25330200,3/9/2018,17:00,3/9/2018 17:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 18:00:00 PST 2018,Fri Mar 09 17:00:00 PST 2018,Fri Mar 09 18:00:00 PST 2018,1434,Long,16765336,3485208,24708416,3/9/2018,18:00,3/9/2018 18:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 19:00:00 PST 2018,Fri Mar 09 18:00:00 PST 2018,Fri Mar 09 19:00:00 PST 2018,1434,Long,17362456,3657896,24832448,3/9/2018,19:00,3/9/2018 19:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 20:00:00 PST 2018,Fri Mar 09 19:00:00 PST 2018,Fri Mar 09 20:00:00 PST 2018,1434,Long,13945544,3758216,24999272,3/9/2018,20:00,3/9/2018 20:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 21:00:00 PST 2018,Fri Mar 09 20:00:00 PST 2018,Fri Mar 09 21:00:00 PST 2018,1434,Long,23295128,6952336,23352968,3/9/2018,21:00,3/9/2018 21:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 22:00:00 PST 2018,Fri Mar 09 21:00:00 PST 2018,Fri Mar 09 22:00:00 PST 2018,1434,Long,19484288,3348344,24666344,3/9/2018,22:00,3/9/2018 22:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Fri Mar 09 23:00:00 PST 2018,Fri Mar 09 22:00:00 PST 2018,Fri Mar 09 23:00:00 PST 2018,1434,Long,20119784,3984744,23558824,3/9/2018,23:00,3/9/2018 23:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 00:00:00 PST 2018,Fri Mar 09 23:00:00 PST 2018,Sat Mar 10 00:00:00 PST 2018,1434,Long,16499720,3738056,24649496,3/10/2018,0:00,3/10/2018 0:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 01:00:00 PST 2018,Sat Mar 10 00:00:00 PST 2018,Sat Mar 10 01:00:00 PST 2018,1434,Long,17291512,3675392,24622352,3/10/2018,1:00,3/10/2018 1:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 02:00:00 PST 2018,Sat Mar 10 01:00:00 PST 2018,Sat Mar 10 02:00:00 PST 2018,1434,Long,13477576,4124352,24575952,3/10/2018,2:00,3/10/2018 2:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 03:00:00 PST 2018,Sat Mar 10 02:00:00 PST 2018,Sat Mar 10 03:00:00 PST 2018,1434,Long,22538864,3926024,22538864,3/10/2018,3:00,3/10/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 04:00:00 PST 2018,Sat Mar 10 03:00:00 PST 2018,Sat Mar 10 04:00:00 PST 2018,1434,Long,19868112,3746096,25164544,3/10/2018,4:00,3/10/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 05:00:00 PST 2018,Sat Mar 10 04:00:00 PST 2018,Sat Mar 10 05:00:00 PST 2018,1434,Long,20719472,4865672,24776472,3/10/2018,5:00,3/10/2018 5:00
