Host,Resource,MetricName,Record Type,Period,IntendedEndTimestamp,ActualStartTimestamp,ActualEndTimestamp,ValueCount,ValueType,IntegerValue,IntegerMin,IntegerMax,myDate,myTime,myDatetime
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 06:00:00 PST 2018,Sat Mar 10 05:00:00 PST 2018,Sat Mar 10 06:00:00 PST 2018,1434,Long,18334200,3753024,24650992,3/10/2018,6:00,3/10/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 07:00:00 PST 2018,Sat Mar 10 06:00:00 PST 2018,Sat Mar 10 07:00:00 PST 2018,1434,Long,17545128,4459792,25278360,3/10/2018,7:00,3/10/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 08:00:00 PST 2018,Sat Mar 10 07:00:00 PST 2018,Sat Mar 10 08:00:00 PST 2018,1434,Long,15015048,3641312,24783056,3/10/2018,8:00,3/10/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 09:00:00 PST 2018,Sat Mar 10 08:00:00 PST 2018,Sat Mar 10 09:00:00 PST 2018,1434,Long,14403328,3430104,24880216,3/10/2018,9:00,3/10/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 10:00:00 PST 2018,Sat Mar 10 09:00:00 PST 2018,Sat Mar 10 10:00:00 PST 2018,1433,Long,13748264,3912576,24577440,3/10/2018,10:00,3/10/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 11:00:00 PST 2018,Sat Mar 10 10:00:00 PST 2018,Sat Mar 10 11:00:00 PST 2018,1434,Long,16983320,3322920,24771712,3/10/2018,11:00,3/10/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 12:00:00 PST 2018,Sat Mar 10 11:00:00 PST 2018,Sat Mar 10 12:00:00 PST 2018,1434,Long,14839112,3689816,24849632,3/10/2018,12:00,3/10/2018 12:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 13:00:00 PST 2018,Sat Mar 10 12:00:00 PST 2018,Sat Mar 10 13:00:00 PST 2018,1434,Long,14370512,3095248,24666632,3/10/2018,13:00,3/10/2018 13:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 14:00:00 PST 2018,Sat Mar 10 13:00:00 PST 2018,Sat Mar 10 14:00:00 PST 2018,1434,Long,10919168,3559520,24631464,3/10/2018,14:00,3/10/2018 14:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 15:00:00 PST 2018,Sat Mar 10 14:00:00 PST 2018,Sat Mar 10 15:00:00 PST 2018,1434,Long,22865984,4361920,23484376,3/10/2018,15:00,3/10/2018 15:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 16:00:00 PST 2018,Sat Mar 10 15:00:00 PST 2018,Sat Mar 10 16:00:00 PST 2018,1434,Long,16663504,4693240,24275872,3/10/2018,16:00,3/10/2018 16:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 17:00:00 PST 2018,Sat Mar 10 16:00:00 PST 2018,Sat Mar 10 17:00:00 PST 2018,1434,Long,21518016,4416712,25285136,3/10/2018,17:00,3/10/2018 17:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 18:00:00 PST 2018,Sat Mar 10 17:00:00 PST 2018,Sat Mar 10 18:00:00 PST 2018,1433,Long,21832992,3517392,24779712,3/10/2018,18:00,3/10/2018 18:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 19:00:00 PST 2018,Sat Mar 10 18:00:00 PST 2018,Sat Mar 10 19:00:00 PST 2018,1434,Long,18545360,4164456,25162136,3/10/2018,19:00,3/10/2018 19:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 20:00:00 PST 2018,Sat Mar 10 19:00:00 PST 2018,Sat Mar 10 20:00:00 PST 2018,1434,Long,18724560,4136312,24631552,3/10/2018,20:00,3/10/2018 20:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 21:00:00 PST 2018,Sat Mar 10 20:00:00 PST 2018,Sat Mar 10 21:00:00 PST 2018,1434,Long,15396416,3123104,24363440,3/10/2018,21:00,3/10/2018 21:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 22:00:00 PST 2018,Sat Mar 10 21:00:00 PST 2018,Sat Mar 10 22:00:00 PST 2018,1434,Long,14675088,3339512,24987008,3/10/2018,22:00,3/10/2018 22:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 10 23:00:00 PST 2018,Sat Mar 10 22:00:00 PST 2018,Sat Mar 10 23:00:00 PST 2018,1434,Long,11002048,4542856,24870008,3/10/2018,23:00,3/10/2018 23:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 00:00:00 PST 2018,Sat Mar 10 23:00:00 PST 2018,Sun Mar 11 00:00:00 PST 2018,1434,Long,23158752,5722624,23835576,3/11/2018,0:00,3/11/2018 0:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 01:00:00 PST 2018,Sun Mar 11 00:00:00 PST 2018,Sun Mar 11 01:00:00 PST 2018,1434,Long,16193496,4601496,25420224,3/11/2018,1:00,3/11/2018 1:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 03:00:00 PDT 2018,Sun Mar 11 01:00:00 PST 2018,Sun Mar 11 03:00:00 PDT 2018,1434,Long,21401712,3887176,24774768,3/11/2018,3:00,3/11/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 04:00:00 PDT 2018,Sun Mar 11 03:00:00 PDT 2018,Sun Mar 11 04:00:00 PDT 2018,1434,Long,22347472,4615472,25261872,3/11/2018,4:00,3/11/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 05:00:00 PDT 2018,Sun Mar 11 04:00:00 PDT 2018,Sun Mar 11 05:00:00 PDT 2018,1434,Long,19399368,3352752,25110120,3/11/2018,5:00,3/11/2018 5:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 06:00:00 PDT 2018,Sun Mar 11 05:00:00 PDT 2018,Sun Mar 11 06:00:00 PDT 2018,1434,Long,19116736,3582248,23857968,3/11/2018,6:00,3/11/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 07:00:00 PDT 2018,Sun Mar 11 06:00:00 PDT 2018,Sun Mar 11 07:00:00 PDT 2018,1434,Long,15833200,3976512,25178760,3/11/2018,7:00,3/11/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 08:00:00 PDT 2018,Sun Mar 11 07:00:00 PDT 2018,Sun Mar 11 08:00:00 PDT 2018,1434,Long,15313776,3342576,24565336,3/11/2018,8:00,3/11/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 09:00:00 PDT 2018,Sun Mar 11 08:00:00 PDT 2018,Sun Mar 11 09:00:00 PDT 2018,1434,Long,15796512,4068304,24934280,3/11/2018,9:00,3/11/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 10:00:00 PDT 2018,Sun Mar 11 09:00:00 PDT 2018,Sun Mar 11 10:00:00 PDT 2018,1434,Long,15101624,4003704,25134696,3/11/2018,10:00,3/11/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 11:00:00 PDT 2018,Sun Mar 11 10:00:00 PDT 2018,Sun Mar 11 11:00:00 PDT 2018,1389,Long,14457512,3467896,25191296,3/11/2018,11:00,3/11/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 12:00:00 PDT 2018,Sun Mar 11 11:00:00 PDT 2018,Sun Mar 11 12:00:00 PDT 2018,1434,Long,11468104,4412824,23780096,3/11/2018,12:00,3/11/2018 12:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 13:00:00 PDT 2018,Sun Mar 11 12:00:00 PDT 2018,Sun Mar 11 13:00:00 PDT 2018,1434,Long,20451608,5079064,23469304,3/11/2018,13:00,3/11/2018 13:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 14:00:00 PDT 2018,Sun Mar 11 13:00:00 PDT 2018,Sun Mar 11 14:00:00 PDT 2018,1433,Long,16112424,3983808,25258872,3/11/2018,14:00,3/11/2018 14:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 15:00:00 PDT 2018,Sun Mar 11 14:00:00 PDT 2018,Sun Mar 11 15:00:00 PDT 2018,1434,Long,21170944,3767344,24661424,3/11/2018,15:00,3/11/2018 15:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 16:00:00 PDT 2018,Sun Mar 11 15:00:00 PDT 2018,Sun Mar 11 16:00:00 PDT 2018,1434,Long,22824120,3845600,25056608,3/11/2018,16:00,3/11/2018 16:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 17:00:00 PDT 2018,Sun Mar 11 16:00:00 PDT 2018,Sun Mar 11 17:00:00 PDT 2018,1434,Long,19430576,3495368,24934960,3/11/2018,17:00,3/11/2018 17:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 18:00:00 PDT 2018,Sun Mar 11 17:00:00 PDT 2018,Sun Mar 11 18:00:00 PDT 2018,1434,Long,19533256,3614472,24037952,3/11/2018,18:00,3/11/2018 18:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 19:00:00 PDT 2018,Sun Mar 11 18:00:00 PDT 2018,Sun Mar 11 19:00:00 PDT 2018,1434,Long,17360120,4391912,25176392,3/11/2018,19:00,3/11/2018 19:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 20:00:00 PDT 2018,Sun Mar 11 19:00:00 PDT 2018,Sun Mar 11 20:00:00 PDT 2018,1434,Long,16847120,3997752,24859392,3/11/2018,20:00,3/11/2018 20:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 21:00:00 PDT 2018,Sun Mar 11 20:00:00 PDT 2018,Sun Mar 11 21:00:00 PDT 2018,1434,Long,13440552,4975368,25373816,3/11/2018,21:00,3/11/2018 21:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 22:00:00 PDT 2018,Sun Mar 11 21:00:00 PDT 2018,Sun Mar 11 22:00:00 PDT 2018,1434,Long,13997256,3362328,25129224,3/11/2018,22:00,3/11/2018 22:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 11 23:00:00 PDT 2018,Sun Mar 11 22:00:00 PDT 2018,Sun Mar 11 23:00:00 PDT 2018,1434,Long,12133440,4073256,24347048,3/11/2018,23:00,3/11/2018 23:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 00:00:00 PDT 2018,Sun Mar 11 23:00:00 PDT 2018,Mon Mar 12 00:00:00 PDT 2018,1434,Long,24147400,5483440,24186384,3/12/2018,0:00,3/12/2018 0:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 01:00:00 PDT 2018,Mon Mar 12 00:00:00 PDT 2018,Mon Mar 12 01:00:00 PDT 2018,1434,Long,11951320,3663312,25011168,3/12/2018,1:00,3/12/2018 1:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 02:00:00 PDT 2018,Mon Mar 12 01:00:00 PDT 2018,Mon Mar 12 02:00:00 PDT 2018,1434,Long,22038608,5432024,23734720,3/12/2018,2:00,3/12/2018 2:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 03:00:00 PDT 2018,Mon Mar 12 02:00:00 PDT 2018,Mon Mar 12 03:00:00 PDT 2018,1434,Long,21070224,3216664,24702128,3/12/2018,3:00,3/12/2018 3:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 04:00:00 PDT 2018,Mon Mar 12 03:00:00 PDT 2018,Mon Mar 12 04:00:00 PDT 2018,1434,Long,21710080,5220800,22553408,3/12/2018,4:00,3/12/2018 4:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 05:00:00 PDT 2018,Mon Mar 12 04:00:00 PDT 2018,Mon Mar 12 05:00:00 PDT 2018,1434,Long,18344408,4243096,25427840,3/12/2018,5:00,3/12/2018 5:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 06:00:00 PDT 2018,Mon Mar 12 05:00:00 PDT 2018,Mon Mar 12 06:00:00 PDT 2018,1434,Long,18356008,3872656,24868368,3/12/2018,6:00,3/12/2018 6:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 07:00:00 PDT 2018,Mon Mar 12 06:00:00 PDT 2018,Mon Mar 12 07:00:00 PDT 2018,1434,Long,21324032,3823816,24609640,3/12/2018,7:00,3/12/2018 7:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 08:00:00 PDT 2018,Mon Mar 12 07:00:00 PDT 2018,Mon Mar 12 08:00:00 PDT 2018,1433,Long,12297632,4349448,24828616,3/12/2018,8:00,3/12/2018 8:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 09:00:00 PDT 2018,Mon Mar 12 08:00:00 PDT 2018,Mon Mar 12 09:00:00 PDT 2018,1434,Long,17514104,3446624,24322976,3/12/2018,9:00,3/12/2018 9:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 10:00:00 PDT 2018,Mon Mar 12 09:00:00 PDT 2018,Mon Mar 12 10:00:00 PDT 2018,1434,Long,20000520,4949832,22938720,3/12/2018,10:00,3/12/2018 10:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 11:00:00 PDT 2018,Mon Mar 12 10:00:00 PDT 2018,Mon Mar 12 11:00:00 PDT 2018,1434,Long,19628912,4256168,25464536,3/12/2018,11:00,3/12/2018 11:00
tdp04,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 12 12:00:00 PDT 2018,Mon Mar 12 11:00:00 PDT 2018,Mon Mar 12 12:00:00 PDT 2018,642,Long,10218152,4059696,23554208,3/12/2018,12:00,3/12/2018 12:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 11:00:00 PST 2018,Sat Mar 03 09:00:00 PST 2018,Sat Mar 03 11:00:00 PST 2018,768,Long,19497776,3842392,24648576,3/3/2018,11:00,3/3/2018 11:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 12:00:00 PST 2018,Sat Mar 03 11:00:00 PST 2018,Sat Mar 03 12:00:00 PST 2018,1416,Long,20334792,3281464,24288976,3/3/2018,12:00,3/3/2018 12:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 13:00:00 PST 2018,Sat Mar 03 12:00:00 PST 2018,Sat Mar 03 13:00:00 PST 2018,1416,Long,20659064,3691056,24243904,3/3/2018,13:00,3/3/2018 13:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 14:00:00 PST 2018,Sat Mar 03 13:00:00 PST 2018,Sat Mar 03 14:00:00 PST 2018,1416,Long,23528352,3461000,24594552,3/3/2018,14:00,3/3/2018 14:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 15:00:00 PST 2018,Sat Mar 03 14:00:00 PST 2018,Sat Mar 03 15:00:00 PST 2018,1416,Long,18434504,3602968,24500488,3/3/2018,15:00,3/3/2018 15:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 16:00:00 PST 2018,Sat Mar 03 15:00:00 PST 2018,Sat Mar 03 16:00:00 PST 2018,1416,Long,17889496,4078552,24746832,3/3/2018,16:00,3/3/2018 16:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 17:00:00 PST 2018,Sat Mar 03 16:00:00 PST 2018,Sat Mar 03 17:00:00 PST 2018,1416,Long,21574664,3572312,24632736,3/3/2018,17:00,3/3/2018 17:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 18:00:00 PST 2018,Sat Mar 03 17:00:00 PST 2018,Sat Mar 03 18:00:00 PST 2018,1415,Long,23179624,3701432,24433712,3/3/2018,18:00,3/3/2018 18:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 19:00:00 PST 2018,Sat Mar 03 18:00:00 PST 2018,Sat Mar 03 19:00:00 PST 2018,1416,Long,16747368,3433712,24482832,3/3/2018,19:00,3/3/2018 19:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 20:00:00 PST 2018,Sat Mar 03 19:00:00 PST 2018,Sat Mar 03 20:00:00 PST 2018,1416,Long,15636224,3944296,24821424,3/3/2018,20:00,3/3/2018 20:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 21:00:00 PST 2018,Sat Mar 03 20:00:00 PST 2018,Sat Mar 03 21:00:00 PST 2018,1416,Long,20587496,3696552,24602800,3/3/2018,21:00,3/3/2018 21:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 22:00:00 PST 2018,Sat Mar 03 21:00:00 PST 2018,Sat Mar 03 22:00:00 PST 2018,1416,Long,22843848,3177448,24171008,3/3/2018,22:00,3/3/2018 22:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sat Mar 03 23:00:00 PST 2018,Sat Mar 03 22:00:00 PST 2018,Sat Mar 03 23:00:00 PST 2018,1416,Long,14208520,3543400,24589352,3/3/2018,23:00,3/3/2018 23:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 00:00:00 PST 2018,Sat Mar 03 23:00:00 PST 2018,Sun Mar 04 00:00:00 PST 2018,1416,Long,18164208,3912392,24690080,3/4/2018,0:00,3/4/2018 0:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 01:00:00 PST 2018,Sun Mar 04 00:00:00 PST 2018,Sun Mar 04 01:00:00 PST 2018,1416,Long,20287040,2995392,24664152,3/4/2018,1:00,3/4/2018 1:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 02:00:00 PST 2018,Sun Mar 04 01:00:00 PST 2018,Sun Mar 04 02:00:00 PST 2018,1416,Long,19611488,3768336,24727608,3/4/2018,2:00,3/4/2018 2:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 03:00:00 PST 2018,Sun Mar 04 02:00:00 PST 2018,Sun Mar 04 03:00:00 PST 2018,1416,Long,23580520,3584360,24595504,3/4/2018,3:00,3/4/2018 3:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 04:00:00 PST 2018,Sun Mar 04 03:00:00 PST 2018,Sun Mar 04 04:00:00 PST 2018,1416,Long,17049528,3236056,24527584,3/4/2018,4:00,3/4/2018 4:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 05:00:00 PST 2018,Sun Mar 04 04:00:00 PST 2018,Sun Mar 04 05:00:00 PST 2018,1416,Long,16083048,3746112,24768256,3/4/2018,5:00,3/4/2018 5:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 06:00:00 PST 2018,Sun Mar 04 05:00:00 PST 2018,Sun Mar 04 06:00:00 PST 2018,1416,Long,19838256,4022424,24613200,3/4/2018,6:00,3/4/2018 6:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 07:00:00 PST 2018,Sun Mar 04 06:00:00 PST 2018,Sun Mar 04 07:00:00 PST 2018,1416,Long,21072328,3764464,24499072,3/4/2018,7:00,3/4/2018 7:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 08:00:00 PST 2018,Sun Mar 04 07:00:00 PST 2018,Sun Mar 04 08:00:00 PST 2018,1416,Long,23635416,3872784,24863520,3/4/2018,8:00,3/4/2018 8:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 09:00:00 PST 2018,Sun Mar 04 08:00:00 PST 2018,Sun Mar 04 09:00:00 PST 2018,1416,Long,16854016,3380840,24139672,3/4/2018,9:00,3/4/2018 9:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 10:00:00 PST 2018,Sun Mar 04 09:00:00 PST 2018,Sun Mar 04 10:00:00 PST 2018,1416,Long,16812992,3683936,24741840,3/4/2018,10:00,3/4/2018 10:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 11:00:00 PST 2018,Sun Mar 04 10:00:00 PST 2018,Sun Mar 04 11:00:00 PST 2018,1416,Long,20341608,3497536,24465352,3/4/2018,11:00,3/4/2018 11:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 12:00:00 PST 2018,Sun Mar 04 11:00:00 PST 2018,Sun Mar 04 12:00:00 PST 2018,1416,Long,22026952,3941560,24853000,3/4/2018,12:00,3/4/2018 12:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 13:00:00 PST 2018,Sun Mar 04 12:00:00 PST 2018,Sun Mar 04 13:00:00 PST 2018,1416,Long,21395288,3888432,24676672,3/4/2018,13:00,3/4/2018 13:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 14:00:00 PST 2018,Sun Mar 04 13:00:00 PST 2018,Sun Mar 04 14:00:00 PST 2018,1416,Long,18114576,3531528,24408920,3/4/2018,14:00,3/4/2018 14:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 15:00:00 PST 2018,Sun Mar 04 14:00:00 PST 2018,Sun Mar 04 15:00:00 PST 2018,1416,Long,14257984,3487192,24465720,3/4/2018,15:00,3/4/2018 15:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 16:00:00 PST 2018,Sun Mar 04 15:00:00 PST 2018,Sun Mar 04 16:00:00 PST 2018,1416,Long,20898064,3456352,24347784,3/4/2018,16:00,3/4/2018 16:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 17:00:00 PST 2018,Sun Mar 04 16:00:00 PST 2018,Sun Mar 04 17:00:00 PST 2018,1416,Long,22168352,3860840,24586656,3/4/2018,17:00,3/4/2018 17:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 18:00:00 PST 2018,Sun Mar 04 17:00:00 PST 2018,Sun Mar 04 18:00:00 PST 2018,1416,Long,16573680,3505752,24793440,3/4/2018,18:00,3/4/2018 18:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 19:00:00 PST 2018,Sun Mar 04 18:00:00 PST 2018,Sun Mar 04 19:00:00 PST 2018,1416,Long,18639064,3578888,24814320,3/4/2018,19:00,3/4/2018 19:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 20:00:00 PST 2018,Sun Mar 04 19:00:00 PST 2018,Sun Mar 04 20:00:00 PST 2018,1416,Long,18034968,3935552,24757256,3/4/2018,20:00,3/4/2018 20:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 21:00:00 PST 2018,Sun Mar 04 20:00:00 PST 2018,Sun Mar 04 21:00:00 PST 2018,1416,Long,21859384,3923896,24548128,3/4/2018,21:00,3/4/2018 21:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 22:00:00 PST 2018,Sun Mar 04 21:00:00 PST 2018,Sun Mar 04 22:00:00 PST 2018,1416,Long,22978816,3555800,24562936,3/4/2018,22:00,3/4/2018 22:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Sun Mar 04 23:00:00 PST 2018,Sun Mar 04 22:00:00 PST 2018,Sun Mar 04 23:00:00 PST 2018,1416,Long,17050384,3110160,24531584,3/4/2018,23:00,3/4/2018 23:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 00:00:00 PST 2018,Sun Mar 04 23:00:00 PST 2018,Mon Mar 05 00:00:00 PST 2018,1416,Long,18689064,3956960,24990144,3/5/2018,0:00,3/5/2018 0:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 01:00:00 PST 2018,Mon Mar 05 00:00:00 PST 2018,Mon Mar 05 01:00:00 PST 2018,1434,Long,17266408,3541768,24465104,3/5/2018,1:00,3/5/2018 1:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 02:00:00 PST 2018,Mon Mar 05 01:00:00 PST 2018,Mon Mar 05 02:00:00 PST 2018,1434,Long,17849416,3518464,24566760,3/5/2018,2:00,3/5/2018 2:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 03:00:00 PST 2018,Mon Mar 05 02:00:00 PST 2018,Mon Mar 05 03:00:00 PST 2018,1434,Long,17606992,3605568,24487384,3/5/2018,3:00,3/5/2018 3:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 04:00:00 PST 2018,Mon Mar 05 03:00:00 PST 2018,Mon Mar 05 04:00:00 PST 2018,1434,Long,15402208,3532200,24642456,3/5/2018,4:00,3/5/2018 4:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 05:00:00 PST 2018,Mon Mar 05 04:00:00 PST 2018,Mon Mar 05 05:00:00 PST 2018,1434,Long,14424168,3378800,24663288,3/5/2018,5:00,3/5/2018 5:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 06:00:00 PST 2018,Mon Mar 05 05:00:00 PST 2018,Mon Mar 05 06:00:00 PST 2018,1434,Long,13807936,3602280,24496976,3/5/2018,6:00,3/5/2018 6:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 07:00:00 PST 2018,Mon Mar 05 06:00:00 PST 2018,Mon Mar 05 07:00:00 PST 2018,1434,Long,20020040,3776544,24414288,3/5/2018,7:00,3/5/2018 7:00
tdp02,GC Heap,Bytes In Use,GC Heap Bytes In Use,3600,Mon Mar 05 08:00:00 PST 2018,Mon Mar 05 07:00:00 PST 2018,Mon Mar 05 08:00:00 PST 2018,1434,Long,18648640,3543672,24748816,3/5/2018,8:00,3/5/2018 8:00
