12/21/13,74,45,0.46
12/22/13,56,39,0
12/23/13,58,32,0
12/24/13,61,31,0
12/25/13,58,41,0
12/26/13,57,39,0
12/27/13,60,45,0
12/28/13,62,40,0
12/29/13,64,36,0
12/30/13,44,35,0
12/31/13,55,36,0
1/1/14,69,39,0
1/2/14,55,33,0
1/3/14,58,28,0
1/4/14,71,42,0
1/5/14,59,34,0
1/6/14,36,22,0
1/7/14,48,22,0
1/8/14,53,40,0.16
